gene name_V4,NU0,NU4,NU8,NU12,NU16,NU20,NU24,NU28,NU32,NU36,NU40,NU44,NU48,NU52,NU56,NU60,NU64,NU68,NU72,NU78,NU84,NU90,NU96,NU102,NU108,NU114,NU120,NU126,NU132,NU138,NU144,em10,em12,em14,em16,em18,em20,em22,em24,em26,em28,em30,em32,em34,em36,em38,en6,en8,en10,en12,en14,en16,en18,en20,en22,en24,en26,en28,en30,en32,en34,en36,en38,s0,s2,s3,s4,s6,s8,s10,s12,s14,s16,s18,s20,s22,s24,s26,s28,s30,s32,s34,s36,s38,Anthers,Cob1,Cob2,Ear1,Ear2,Leaf1,Leaf2,Leaf3,Leaf4,Leaf5,Leaf6,Leaf7,Pollen,Roots,SAM1,SAM2,Shoots,Silk,Tassel1,Tassel2,Tassel3,Tassel4,Tassel5
Zm00001d040090,24.75 ,28.21 ,33.55 ,28.56 ,26.58 ,28.52 ,25.06 ,37.38 ,30.03 ,32.22 ,31.38 ,28.24 ,27.94 ,34.09 ,28.80 ,24.68 ,28.65 ,29.45 ,25.61 ,21.84 ,22.88 ,29.95 ,25.17 ,24.44 ,24.68 ,23.56 ,19.04 ,17.38 ,16.00 ,17.66 ,17.24 ,17.54 ,13.12 ,10.07 ,13.48 ,9.79 ,9.36 ,10.19 ,8.21 ,7.00 ,7.37 ,7.24 ,7.90 ,7.45 ,8.96 ,7.94 ,6.96 ,5.66 ,0.13 ,0.27 ,0.20 ,0.27 ,0.54 ,0.21 ,0.63 ,0.71 ,1.54 ,2.84 ,1.01 ,6.38 ,8.70 ,12.08 ,21.92 ,12.20 ,9.87 ,10.77 ,6.36 ,6.04 ,5.16 ,2.27 ,1.54 ,1.59 ,2.37 ,2.76 ,3.11 ,4.21 ,2.32 ,2.85 ,6.60 ,11.61 ,10.45 ,12.54 ,11.18 ,13.10 ,0.40 ,21.01 ,13.81 ,23.23 ,21.73 ,36.98 ,4.36 ,3.84 ,6.29 ,8.88 ,49.19 ,46.74 ,0.02 ,3.10 ,26.79 ,30.10 ,15.86 ,17.26 ,22.40 ,23.01 ,18.98 ,5.27 ,5.84 
Zm00001d052133,3.73 ,4.48 ,4.80 ,4.40 ,3.87 ,5.60 ,3.23 ,8.19 ,5.75 ,4.03 ,4.71 ,3.75 ,4.62 ,6.72 ,4.20 ,4.77 ,5.62 ,4.79 ,5.78 ,3.32 ,3.27 ,4.68 ,3.62 ,4.59 ,4.98 ,2.93 ,1.60 ,3.02 ,1.56 ,1.45 ,1.65 ,2.12 ,2.92 ,1.00 ,1.69 ,1.67 ,1.40 ,1.39 ,0.68 ,0.98 ,0.64 ,0.38 ,0.24 ,0.18 ,0.05 ,0.08 ,0.03 ,0.05 ,0.07 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,0.00 ,0.01 ,0.00 ,0.04 ,0.00 ,0.02 ,0.00 ,0.00 ,0.00 ,3.05 ,2.04 ,4.04 ,1.98 ,1.04 ,0.38 ,0.13 ,0.18 ,0.15 ,0.26 ,0.27 ,0.44 ,0.08 ,0.23 ,0.21 ,0.15 ,0.13 ,0.17 ,0.19 ,0.00 ,0.03 ,0.00 ,11.82 ,7.89 ,10.08 ,8.52 ,17.05 ,0.86 ,0.06 ,0.03 ,0.03 ,17.58 ,17.51 ,0.06 ,0.18 ,14.57 ,13.91 ,4.80 ,5.94 ,9.99 ,10.45 ,9.61 ,0.49 ,0.52 
Zm00001d032316,14.59 ,16.64 ,25.07 ,23.21 ,15.37 ,20.10 ,14.87 ,25.78 ,32.86 ,15.99 ,17.86 ,16.06 ,19.84 ,24.42 ,16.71 ,14.44 ,20.34 ,16.59 ,20.68 ,8.82 ,14.97 ,10.15 ,16.43 ,11.12 ,17.43 ,7.61 ,9.62 ,5.99 ,6.52 ,4.64 ,7.69 ,7.24 ,8.89 ,8.91 ,11.02 ,12.57 ,12.26 ,15.95 ,10.53 ,16.64 ,19.25 ,7.02 ,4.86 ,9.24 ,9.98 ,8.60 ,0.51 ,0.17 ,0.37 ,0.50 ,0.20 ,0.77 ,0.32 ,0.80 ,0.56 ,0.51 ,0.44 ,0.58 ,0.67 ,0.44 ,1.12 ,0.43 ,1.02 ,22.84 ,22.41 ,20.29 ,15.74 ,17.55 ,6.19 ,3.17 ,3.52 ,2.12 ,2.27 ,3.43 ,4.82 ,6.47 ,2.57 ,2.96 ,3.54 ,6.20 ,5.07 ,4.70 ,3.14 ,7.74 ,2.26 ,24.08 ,30.38 ,15.14 ,14.03 ,11.22 ,9.11 ,4.98 ,6.43 ,28.17 ,6.80 ,7.51 ,0.03 ,11.90 ,13.84 ,11.58 ,9.71 ,23.59 ,7.99 ,9.61 ,9.49 ,8.54 ,12.42 
Zm00001d021934,3.37 ,4.52 ,4.52 ,10.46 ,7.46 ,2.56 ,1.25 ,17.37 ,2.63 ,7.95 ,3.70 ,8.05 ,2.97 ,8.38 ,5.59 ,4.51 ,13.71 ,18.72 ,7.18 ,2.14 ,3.14 ,4.13 ,7.05 ,3.66 ,4.96 ,4.00 ,3.45 ,4.78 ,1.98 ,3.66 ,5.86 ,1.36 ,1.21 ,2.39 ,1.62 ,2.93 ,0.40 ,2.84 ,1.60 ,1.85 ,1.43 ,1.44 ,0.54 ,0.41 ,1.16 ,0.69 ,0.48 ,0.37 ,0.00 ,0.23 ,0.00 ,0.15 ,0.00 ,0.00 ,0.00 ,0.06 ,2.38 ,0.00 ,0.00 ,0.06 ,0.00 ,0.00 ,1.29 ,7.74 ,15.01 ,2.55 ,3.02 ,2.66 ,3.29 ,4.17 ,8.98 ,1.88 ,0.96 ,3.58 ,3.67 ,3.00 ,2.58 ,1.53 ,2.14 ,4.44 ,1.90 ,1.48 ,1.18 ,2.80 ,0.08 ,29.14 ,17.44 ,4.66 ,4.25 ,0.00 ,0.15 ,0.21 ,0.54 ,0.00 ,1.10 ,0.49 ,0.00 ,10.72 ,0.00 ,0.00 ,0.96 ,0.22 ,15.04 ,14.82 ,12.86 ,2.06 ,1.68 
Zm00001d024701,2.46 ,2.96 ,2.42 ,2.51 ,2.19 ,2.59 ,2.06 ,4.14 ,3.29 ,2.41 ,1.90 ,2.21 ,2.40 ,3.18 ,2.20 ,2.22 ,2.87 ,2.25 ,2.49 ,1.71 ,1.68 ,2.48 ,2.40 ,2.54 ,2.21 ,1.69 ,1.23 ,2.46 ,1.47 ,1.32 ,1.92 ,3.98 ,2.63 ,1.41 ,1.74 ,1.37 ,0.98 ,1.44 ,1.11 ,1.17 ,0.90 ,0.39 ,0.51 ,0.57 ,0.41 ,0.57 ,0.89 ,0.42 ,0.12 ,0.12 ,0.01 ,0.05 ,0.03 ,0.04 ,0.23 ,0.12 ,0.44 ,0.55 ,0.37 ,1.31 ,1.99 ,2.91 ,4.03 ,1.96 ,1.29 ,1.98 ,0.77 ,0.86 ,0.88 ,0.70 ,0.58 ,0.59 ,0.29 ,0.58 ,0.52 ,0.10 ,0.37 ,0.28 ,0.42 ,2.04 ,0.92 ,1.01 ,0.69 ,1.20 ,0.05 ,34.11 ,19.45 ,25.19 ,23.21 ,16.01 ,0.65 ,0.21 ,0.19 ,0.44 ,15.92 ,16.31 ,0.04 ,0.00 ,25.61 ,23.99 ,1.90 ,1.36 ,20.34 ,18.65 ,18.56 ,1.07 ,0.97 
Zm00001d026050,17.15 ,23.69 ,35.92 ,26.52 ,28.64 ,19.83 ,18.96 ,23.14 ,21.29 ,20.33 ,25.15 ,23.29 ,25.45 ,28.69 ,27.15 ,20.47 ,25.28 ,24.54 ,20.60 ,22.46 ,22.73 ,24.63 ,28.83 ,21.58 ,16.91 ,15.72 ,12.57 ,17.76 ,15.15 ,9.77 ,11.66 ,3.26 ,3.55 ,0.40 ,2.59 ,3.05 ,1.09 ,1.86 ,1.59 ,2.38 ,2.22 ,0.36 ,0.14 ,0.33 ,0.46 ,1.02 ,1.71 ,0.66 ,0.00 ,0.52 ,0.82 ,1.42 ,1.56 ,2.07 ,1.28 ,1.81 ,3.50 ,1.12 ,1.84 ,1.60 ,0.74 ,1.90 ,1.97 ,9.09 ,4.64 ,8.45 ,5.83 ,6.43 ,2.63 ,1.72 ,2.56 ,1.61 ,1.81 ,1.27 ,2.73 ,1.00 ,1.76 ,2.18 ,0.51 ,3.83 ,0.41 ,1.19 ,0.35 ,1.32 ,1.64 ,15.94 ,16.47 ,11.59 ,11.82 ,19.41 ,6.81 ,5.65 ,3.17 ,5.95 ,7.02 ,7.25 ,0.58 ,2.48 ,7.47 ,7.42 ,3.10 ,15.61 ,7.91 ,8.24 ,7.44 ,6.56 ,5.47 
Zm00001d029855,2.41 ,2.60 ,4.88 ,4.14 ,3.57 ,2.34 ,2.72 ,2.24 ,3.01 ,2.28 ,4.70 ,3.39 ,3.78 ,3.14 ,2.90 ,2.49 ,4.15 ,1.84 ,4.75 ,3.57 ,2.17 ,2.13 ,2.47 ,1.41 ,2.53 ,0.61 ,0.76 ,1.91 ,0.55 ,0.96 ,0.85 ,0.57 ,0.26 ,0.05 ,0.55 ,1.22 ,0.30 ,0.77 ,0.47 ,1.51 ,1.15 ,0.00 ,0.00 ,0.19 ,0.20 ,0.57 ,0.33 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.02 ,0.00 ,0.00 ,0.03 ,0.00 ,0.05 ,0.00 ,0.04 ,0.11 ,0.00 ,0.00 ,0.80 ,0.36 ,1.55 ,0.41 ,0.82 ,0.67 ,0.24 ,0.19 ,0.25 ,0.16 ,0.18 ,0.47 ,0.00 ,0.11 ,0.41 ,0.04 ,0.85 ,0.00 ,0.17 ,0.00 ,0.76 ,0.61 ,6.92 ,5.67 ,8.76 ,8.80 ,5.23 ,2.40 ,3.31 ,4.22 ,10.22 ,6.03 ,7.63 ,0.00 ,2.93 ,9.07 ,9.70 ,1.71 ,1.60 ,11.19 ,10.80 ,10.73 ,4.85 ,5.39 
Zm00001d026158,12.81 ,16.00 ,19.60 ,20.42 ,25.64 ,18.89 ,17.55 ,18.17 ,22.04 ,22.38 ,27.65 ,19.25 ,24.98 ,27.81 ,24.41 ,21.65 ,23.75 ,22.71 ,18.05 ,17.80 ,18.17 ,17.46 ,20.66 ,15.27 ,15.14 ,13.43 ,11.90 ,11.84 ,12.16 ,10.11 ,8.31 ,8.47 ,7.77 ,7.78 ,9.69 ,6.83 ,9.42 ,9.87 ,6.92 ,7.35 ,6.67 ,6.48 ,5.56 ,7.23 ,5.47 ,4.72 ,3.73 ,2.26 ,1.47 ,0.94 ,1.35 ,0.88 ,1.31 ,1.25 ,1.93 ,1.19 ,1.38 ,1.48 ,1.73 ,3.20 ,3.97 ,4.32 ,3.69 ,6.74 ,8.04 ,10.97 ,7.69 ,9.32 ,5.45 ,3.20 ,3.37 ,2.63 ,2.76 ,2.68 ,3.18 ,2.73 ,2.84 ,3.80 ,4.45 ,7.48 ,6.86 ,9.29 ,6.19 ,8.53 ,1.14 ,18.92 ,13.79 ,24.00 ,24.21 ,14.00 ,8.67 ,6.07 ,9.16 ,10.70 ,12.20 ,11.76 ,0.02 ,3.06 ,8.72 ,9.43 ,3.00 ,5.35 ,19.24 ,17.17 ,16.94 ,5.07 ,4.24 
Zm00001d017513,13.22 ,15.85 ,26.22 ,20.62 ,19.19 ,13.90 ,14.48 ,15.29 ,18.74 ,17.94 ,23.10 ,17.13 ,16.25 ,18.68 ,14.53 ,17.76 ,15.30 ,13.16 ,12.87 ,11.84 ,10.09 ,9.18 ,13.26 ,12.01 ,9.13 ,8.63 ,7.95 ,8.89 ,12.57 ,8.99 ,6.76 ,3.91 ,4.67 ,5.47 ,5.81 ,3.65 ,5.27 ,4.06 ,4.58 ,3.66 ,4.26 ,4.41 ,4.29 ,4.62 ,4.05 ,4.22 ,1.41 ,0.58 ,0.30 ,0.53 ,0.69 ,0.79 ,0.82 ,0.74 ,0.85 ,0.92 ,0.65 ,0.39 ,0.66 ,1.06 ,2.27 ,1.24 ,3.14 ,5.85 ,4.76 ,5.22 ,2.52 ,3.32 ,1.40 ,1.06 ,1.37 ,1.64 ,1.38 ,1.57 ,1.67 ,0.44 ,1.74 ,2.18 ,2.77 ,5.95 ,6.41 ,6.46 ,5.19 ,7.22 ,0.11 ,10.21 ,9.03 ,12.54 ,12.87 ,4.97 ,2.59 ,1.02 ,0.81 ,1.42 ,6.84 ,7.04 ,0.00 ,1.42 ,6.79 ,7.36 ,1.54 ,3.30 ,10.87 ,10.45 ,10.05 ,1.53 ,1.07 
Zm00001d007465,44.17 ,49.40 ,55.52 ,39.52 ,40.40 ,43.59 ,30.80 ,43.42 ,37.19 ,46.46 ,37.96 ,39.02 ,46.51 ,50.71 ,42.27 ,41.47 ,38.84 ,49.07 ,34.41 ,36.51 ,47.59 ,43.12 ,37.43 ,40.57 ,37.40 ,33.36 ,27.73 ,24.85 ,26.37 ,18.81 ,15.99 ,29.40 ,31.22 ,23.73 ,26.70 ,22.59 ,23.90 ,13.78 ,9.47 ,6.06 ,10.06 ,8.90 ,9.96 ,6.59 ,6.28 ,5.95 ,5.66 ,4.88 ,1.24 ,0.23 ,0.46 ,0.43 ,1.05 ,1.22 ,1.22 ,0.71 ,0.66 ,0.34 ,0.92 ,1.00 ,1.72 ,1.10 ,3.39 ,23.68 ,14.51 ,15.19 ,11.81 ,5.90 ,5.62 ,2.86 ,3.31 ,2.33 ,3.08 ,4.10 ,4.20 ,1.85 ,1.85 ,3.41 ,3.46 ,5.58 ,7.41 ,5.85 ,7.79 ,6.56 ,2.23 ,125.63 ,76.23 ,148.30 ,149.08 ,4.78 ,1.32 ,0.86 ,1.31 ,2.42 ,19.16 ,18.65 ,0.55 ,2.56 ,68.35 ,62.33 ,5.75 ,6.43 ,104.83 ,99.90 ,97.60 ,7.39 ,7.95 
Zm00001d052112,8.31 ,11.77 ,14.48 ,19.42 ,16.47 ,17.82 ,9.42 ,12.35 ,17.53 ,17.03 ,18.13 ,15.51 ,17.56 ,17.91 ,11.94 ,9.51 ,15.93 ,9.39 ,7.89 ,6.82 ,6.88 ,8.43 ,6.02 ,3.45 ,5.78 ,4.10 ,2.71 ,2.56 ,3.01 ,2.12 ,1.82 ,0.82 ,1.52 ,0.31 ,1.77 ,2.31 ,0.28 ,1.15 ,1.43 ,0.50 ,1.08 ,0.12 ,0.07 ,0.36 ,0.57 ,0.61 ,0.23 ,0.00 ,0.07 ,0.03 ,0.16 ,0.00 ,0.05 ,0.06 ,0.21 ,0.14 ,0.00 ,0.18 ,0.11 ,0.00 ,0.00 ,0.00 ,0.22 ,3.83 ,0.74 ,1.50 ,1.18 ,1.03 ,0.25 ,0.00 ,0.19 ,0.03 ,0.00 ,0.25 ,0.21 ,0.00 ,0.20 ,0.18 ,0.23 ,0.90 ,0.26 ,0.13 ,0.19 ,0.82 ,0.00 ,78.48 ,57.99 ,90.65 ,90.33 ,5.78 ,0.10 ,0.10 ,0.00 ,0.14 ,18.97 ,19.89 ,0.00 ,1.53 ,47.54 ,59.83 ,1.20 ,1.02 ,70.02 ,53.57 ,63.43 ,1.36 ,0.63 
Zm00001d026240,27.99 ,24.36 ,26.48 ,49.88 ,23.86 ,33.46 ,27.85 ,48.78 ,23.08 ,39.24 ,14.19 ,21.84 ,22.93 ,33.26 ,28.26 ,26.66 ,36.91 ,34.21 ,30.91 ,25.27 ,23.02 ,14.52 ,25.55 ,39.44 ,32.84 ,25.89 ,30.71 ,21.70 ,15.38 ,17.19 ,10.14 ,27.21 ,28.32 ,18.53 ,13.41 ,5.87 ,6.49 ,6.44 ,3.23 ,3.11 ,3.73 ,2.30 ,3.14 ,2.61 ,2.19 ,4.47 ,2.65 ,2.76 ,1.14 ,3.83 ,5.33 ,4.98 ,7.06 ,11.15 ,9.06 ,11.28 ,15.53 ,9.86 ,13.84 ,15.37 ,7.97 ,7.26 ,2.69 ,12.60 ,13.32 ,13.94 ,13.97 ,6.90 ,3.87 ,4.53 ,11.30 ,8.12 ,5.48 ,7.52 ,10.72 ,11.95 ,9.00 ,10.89 ,7.81 ,6.79 ,4.97 ,2.54 ,2.75 ,2.29 ,0.88 ,39.77 ,43.42 ,45.68 ,48.14 ,15.67 ,12.54 ,10.05 ,4.47 ,1.37 ,28.70 ,27.49 ,0.00 ,0.65 ,60.57 ,63.49 ,12.92 ,12.25 ,47.05 ,44.75 ,41.95 ,13.43 ,8.84 
Zm00001d029287,13.38 ,17.22 ,26.30 ,27.34 ,23.50 ,18.24 ,20.38 ,23.47 ,20.44 ,19.65 ,21.09 ,15.97 ,19.85 ,26.35 ,20.18 ,15.90 ,25.26 ,17.14 ,17.59 ,16.92 ,15.49 ,17.83 ,17.30 ,16.80 ,17.26 ,14.44 ,9.99 ,17.56 ,12.35 ,13.21 ,12.24 ,1.52 ,1.12 ,0.09 ,1.43 ,1.12 ,0.00 ,0.57 ,1.82 ,2.94 ,3.87 ,0.51 ,0.00 ,0.87 ,0.36 ,1.03 ,2.82 ,0.13 ,0.90 ,0.62 ,1.07 ,0.95 ,1.23 ,2.41 ,1.15 ,1.54 ,3.37 ,2.13 ,0.82 ,2.06 ,2.79 ,4.04 ,6.58 ,5.09 ,2.03 ,4.97 ,3.90 ,5.08 ,2.99 ,1.33 ,2.54 ,1.34 ,1.52 ,0.89 ,2.15 ,0.44 ,1.18 ,0.81 ,0.24 ,3.73 ,0.20 ,0.84 ,0.42 ,2.79 ,9.61 ,16.32 ,15.18 ,11.69 ,12.27 ,14.45 ,2.99 ,1.14 ,2.15 ,4.63 ,7.94 ,11.16 ,7.14 ,1.31 ,10.83 ,10.83 ,1.08 ,21.74 ,14.62 ,12.61 ,11.28 ,12.99 ,13.73 
Zm00001d022266,2.93 ,4.16 ,5.66 ,5.78 ,4.05 ,2.89 ,4.26 ,5.86 ,4.44 ,4.94 ,5.49 ,4.39 ,4.19 ,3.89 ,4.67 ,3.65 ,4.34 ,4.20 ,4.84 ,3.40 ,3.33 ,4.72 ,3.93 ,3.47 ,4.25 ,3.94 ,2.90 ,3.98 ,3.95 ,2.61 ,2.70 ,2.80 ,1.32 ,1.80 ,2.06 ,0.92 ,1.15 ,1.19 ,1.62 ,1.01 ,0.78 ,1.18 ,0.84 ,0.84 ,1.12 ,0.30 ,0.62 ,0.80 ,0.87 ,0.76 ,0.26 ,0.65 ,0.73 ,0.73 ,1.34 ,1.42 ,0.23 ,1.00 ,1.49 ,1.30 ,2.77 ,2.08 ,1.41 ,2.10 ,2.31 ,2.79 ,1.53 ,4.21 ,1.24 ,1.19 ,0.92 ,0.66 ,1.33 ,0.69 ,1.20 ,1.81 ,0.37 ,1.57 ,1.26 ,1.12 ,1.00 ,2.27 ,1.93 ,1.24 ,6.59 ,3.40 ,4.73 ,2.98 ,3.38 ,7.31 ,1.54 ,0.88 ,1.38 ,0.82 ,3.19 ,3.45 ,1.04 ,1.28 ,2.80 ,2.83 ,1.52 ,3.16 ,2.75 ,2.25 ,2.58 ,15.21 ,11.59 
Zm00001d035234,9.24 ,8.57 ,8.62 ,9.53 ,9.62 ,11.33 ,8.19 ,9.98 ,9.26 ,6.46 ,8.17 ,8.58 ,10.42 ,14.78 ,13.03 ,9.77 ,10.25 ,11.16 ,7.60 ,5.45 ,6.82 ,8.63 ,8.71 ,6.58 ,7.43 ,9.82 ,7.69 ,2.80 ,4.00 ,4.58 ,3.22 ,6.67 ,5.55 ,3.04 ,4.41 ,3.11 ,2.04 ,2.03 ,1.58 ,1.61 ,0.96 ,0.72 ,0.50 ,0.46 ,0.57 ,0.77 ,0.52 ,0.34 ,0.04 ,0.00 ,0.04 ,0.14 ,0.27 ,0.18 ,0.07 ,0.19 ,0.00 ,0.00 ,0.16 ,0.06 ,0.00 ,0.00 ,0.00 ,3.79 ,3.08 ,2.94 ,2.69 ,1.90 ,1.16 ,0.31 ,0.24 ,0.40 ,0.73 ,0.63 ,0.92 ,0.10 ,0.34 ,0.28 ,0.49 ,0.55 ,0.51 ,1.00 ,0.27 ,0.32 ,0.05 ,2.12 ,1.52 ,4.33 ,4.19 ,2.47 ,0.65 ,0.30 ,0.58 ,1.38 ,2.52 ,2.22 ,0.00 ,2.05 ,8.06 ,6.78 ,1.42 ,2.01 ,3.64 ,2.94 ,4.12 ,0.71 ,0.71 
Zm00001d047421,8.14 ,10.74 ,15.27 ,15.18 ,14.31 ,12.02 ,13.60 ,14.43 ,14.32 ,14.54 ,14.97 ,10.59 ,12.91 ,17.01 ,11.09 ,9.30 ,12.49 ,11.71 ,10.91 ,9.63 ,9.79 ,10.55 ,9.91 ,10.87 ,10.19 ,10.38 ,7.74 ,10.51 ,9.11 ,9.45 ,7.02 ,1.48 ,2.47 ,0.18 ,1.10 ,1.15 ,0.43 ,1.30 ,0.50 ,0.67 ,1.84 ,0.00 ,0.17 ,1.14 ,0.60 ,0.98 ,1.84 ,0.53 ,0.87 ,0.68 ,0.81 ,0.98 ,1.09 ,1.02 ,1.49 ,0.98 ,1.62 ,1.29 ,1.61 ,1.43 ,1.23 ,1.88 ,2.67 ,1.87 ,0.82 ,2.20 ,1.48 ,2.60 ,2.08 ,0.27 ,1.55 ,1.00 ,0.52 ,0.87 ,1.52 ,0.45 ,1.14 ,0.94 ,0.17 ,2.24 ,0.07 ,0.65 ,0.43 ,1.33 ,0.93 ,11.50 ,8.98 ,7.03 ,7.27 ,9.63 ,0.99 ,1.35 ,1.37 ,2.62 ,4.39 ,6.62 ,0.10 ,0.45 ,6.53 ,6.35 ,0.70 ,6.08 ,6.66 ,7.32 ,7.07 ,7.40 ,6.12 
Zm00001d030891,7.31 ,12.52 ,15.38 ,9.73 ,6.58 ,3.62 ,6.80 ,15.48 ,8.12 ,8.38 ,8.99 ,7.13 ,8.85 ,11.23 ,9.41 ,6.16 ,11.78 ,8.39 ,5.58 ,5.79 ,3.79 ,4.83 ,5.15 ,5.00 ,5.30 ,4.03 ,2.80 ,3.65 ,4.16 ,3.35 ,3.07 ,1.04 ,0.34 ,0.85 ,2.57 ,3.96 ,2.57 ,5.65 ,5.36 ,9.66 ,9.66 ,2.76 ,4.44 ,2.44 ,2.00 ,1.93 ,1.48 ,0.35 ,0.03 ,0.03 ,0.07 ,0.03 ,0.02 ,0.00 ,0.25 ,0.17 ,0.12 ,0.79 ,0.38 ,0.25 ,0.32 ,0.85 ,0.12 ,7.96 ,8.58 ,5.79 ,7.14 ,5.89 ,4.88 ,1.43 ,0.78 ,0.56 ,0.50 ,0.71 ,0.87 ,0.47 ,1.18 ,0.72 ,0.78 ,1.86 ,0.99 ,1.29 ,0.94 ,0.95 ,0.34 ,23.76 ,16.27 ,19.31 ,16.30 ,29.40 ,25.16 ,55.59 ,41.57 ,31.48 ,7.38 ,7.96 ,0.08 ,24.12 ,5.53 ,4.20 ,69.26 ,8.18 ,17.43 ,20.23 ,20.89 ,3.69 ,4.49 
Zm00001d031310,14.87 ,20.21 ,29.64 ,22.78 ,20.23 ,20.30 ,19.70 ,21.78 ,20.59 ,21.64 ,32.00 ,18.82 ,26.83 ,31.49 ,23.63 ,20.70 ,24.89 ,27.62 ,21.33 ,18.16 ,19.95 ,24.26 ,21.39 ,19.15 ,23.33 ,22.96 ,16.32 ,21.76 ,14.31 ,14.21 ,15.21 ,6.34 ,5.34 ,0.20 ,3.11 ,3.77 ,2.43 ,2.92 ,3.15 ,5.99 ,2.21 ,0.00 ,0.00 ,1.43 ,0.34 ,1.17 ,2.59 ,1.88 ,2.98 ,1.77 ,1.58 ,1.73 ,2.36 ,2.94 ,3.13 ,3.93 ,2.86 ,3.78 ,2.02 ,4.31 ,4.73 ,11.08 ,8.30 ,7.07 ,3.72 ,9.75 ,3.41 ,5.52 ,4.78 ,2.08 ,3.79 ,2.60 ,2.24 ,2.61 ,2.22 ,1.57 ,2.26 ,2.83 ,0.39 ,8.81 ,0.90 ,4.80 ,0.51 ,3.75 ,61.75 ,29.66 ,32.19 ,18.77 ,16.16 ,56.71 ,20.27 ,29.36 ,42.76 ,31.24 ,13.01 ,14.49 ,43.69 ,3.69 ,21.29 ,15.18 ,4.84 ,40.89 ,13.49 ,11.92 ,17.64 ,59.81 ,67.77 
Zm00001d020874,80.01 ,90.81 ,132.21 ,119.74 ,103.30 ,88.57 ,98.44 ,109.39 ,119.43 ,109.04 ,144.95 ,94.03 ,110.14 ,131.83 ,104.38 ,96.06 ,122.51 ,105.83 ,81.55 ,79.71 ,73.38 ,77.73 ,87.92 ,72.20 ,57.76 ,57.20 ,47.94 ,49.78 ,42.96 ,38.36 ,37.11 ,31.50 ,20.98 ,2.02 ,32.90 ,14.02 ,11.82 ,12.69 ,10.02 ,14.98 ,12.33 ,1.49 ,1.16 ,4.52 ,5.40 ,8.50 ,2.79 ,4.39 ,0.34 ,0.15 ,0.25 ,0.25 ,1.57 ,2.12 ,1.74 ,2.14 ,2.29 ,2.44 ,1.88 ,2.31 ,3.55 ,6.82 ,7.65 ,37.56 ,15.06 ,24.51 ,15.52 ,16.72 ,7.39 ,1.25 ,3.79 ,3.45 ,2.86 ,3.14 ,3.87 ,2.35 ,2.32 ,5.04 ,3.31 ,9.67 ,1.05 ,9.34 ,3.34 ,9.92 ,25.81 ,160.75 ,159.40 ,91.59 ,88.47 ,121.35 ,15.46 ,20.43 ,26.92 ,22.91 ,45.14 ,56.69 ,2.16 ,27.92 ,112.78 ,84.46 ,24.07 ,59.73 ,93.58 ,87.89 ,86.83 ,96.65 ,67.06 
Zm00001d023927,1.89 ,2.86 ,2.74 ,3.87 ,3.05 ,2.31 ,1.48 ,2.52 ,1.67 ,2.23 ,2.04 ,1.66 ,2.59 ,2.58 ,2.85 ,2.66 ,2.65 ,2.64 ,2.10 ,2.72 ,2.29 ,2.31 ,2.73 ,2.14 ,2.10 ,1.57 ,1.87 ,2.05 ,1.79 ,1.82 ,1.19 ,1.45 ,0.77 ,0.79 ,0.52 ,0.80 ,0.58 ,0.38 ,0.22 ,0.33 ,0.63 ,0.12 ,0.15 ,0.32 ,0.31 ,0.54 ,0.52 ,0.23 ,0.03 ,0.08 ,0.06 ,0.00 ,0.00 ,0.09 ,0.00 ,0.11 ,0.00 ,0.00 ,0.00 ,0.16 ,0.36 ,0.83 ,0.88 ,0.88 ,0.31 ,0.68 ,0.85 ,0.43 ,0.46 ,0.11 ,0.21 ,0.17 ,0.19 ,0.05 ,0.20 ,0.40 ,0.12 ,0.16 ,0.10 ,0.66 ,0.47 ,1.00 ,0.37 ,1.34 ,0.35 ,3.92 ,3.37 ,3.46 ,3.07 ,0.93 ,0.19 ,0.17 ,0.09 ,0.10 ,1.80 ,1.71 ,0.00 ,0.37 ,3.39 ,3.25 ,0.24 ,4.72 ,2.72 ,3.39 ,2.71 ,1.86 ,1.83 
